task_id,cell,pass,reason,model,input_tokens,output_tokens
customize_property_style_free_anime_girl_coffee_shop_s1,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background street scene, cars, and pedestrians look photorealistic, not stylized.",claude-sonnet-5,2432,43
customize_property_style_free_anime_girl_coffee_shop_s1,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, including background and figures, is rendered in consistent anime illustration style.",claude-sonnet-5,2432,43
customize_property_style_free_anime_girl_coffee_shop_s1,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, including background and figures, is rendered in consistent anime/cartoon style, not photographic.",claude-sonnet-5,2432,50
customize_property_style_free_anime_girl_coffee_shop_s2,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Both character and background are rendered in consistent anime/illustration style, no photographic elements.",claude-sonnet-5,2432,44
customize_property_style_free_anime_girl_coffee_shop_s2,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, character and background, are rendered in consistent anime cartoon style.",claude-sonnet-5,2432,42
customize_property_style_free_anime_girl_coffee_shop_s2,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, subject and background, is rendered in consistent flat anime/cartoon style.",claude-sonnet-5,2432,46
customize_property_style_free_anime_girl_studying_tablet_s3,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Both subject and background in Image 2 are rendered in consistent anime/cartoon style, no photographic elements.",claude-sonnet-5,2432,52
customize_property_style_free_anime_girl_studying_tablet_s3,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire image, subject and background, rendered in consistent anime/cartoon style, no photographic elements.",claude-sonnet-5,2432,49
customize_property_style_free_anime_girl_studying_tablet_s3,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire image including subject, desk, and background is rendered in consistent cartoon/anime style, no photographic elements.",claude-sonnet-5,2432,53
customize_property_style_free_bald_man_grocery_walk_s0,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Entire scene, including background, cars, and buildings, is rendered in consistent cartoon style.",claude-sonnet-5,1556,47
customize_property_style_free_bald_man_grocery_walk_s0,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, including street background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,43
customize_property_style_free_bald_man_grocery_walk_s0,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, including background buildings and character, rendered in consistent cartoon style.",claude-sonnet-5,1556,43
customize_property_style_free_bald_man_grocery_walk_s1,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Entire scene, including background, cars, and figures, is rendered in consistent cartoon style.",claude-sonnet-5,1556,46
customize_property_style_free_bald_man_grocery_walk_s1,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, including background buildings and cars, is rendered in consistent cartoon style.",claude-sonnet-5,1556,45
customize_property_style_free_bald_man_grocery_walk_s1,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire image, including background buildings and cars, is rendered in consistent cartoon style.",claude-sonnet-5,1556,44
customize_property_style_free_boy_pixel_arcade_s2,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background arcade and side people are rendered semi-realistically, not matching flat cartoon style.",claude-sonnet-5,1556,46
customize_property_style_free_boy_pixel_arcade_s2,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, character and arcade background are rendered in consistent flat cartoon style, no photographic elements.",claude-sonnet-5,1556,51
customize_property_style_free_boy_pixel_arcade_s2,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, character and arcade background are rendered in consistent flat cartoon style.",claude-sonnet-5,1556,44
customize_property_style_free_boy_pixel_bike_alley_s1,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Both character and background are rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,45
customize_property_style_free_boy_pixel_bike_alley_s1,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, character and background, rendered in consistent cartoon style, no photographic elements.",claude-sonnet-5,1556,46
customize_property_style_free_boy_pixel_bike_alley_s1,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire image, subject and background, is rendered in consistent flat cartoon illustration style.",claude-sonnet-5,1556,45
customize_property_style_free_dog_digging_sand_s1,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Entire scene, dog and beach background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,45
customize_property_style_free_dog_digging_sand_s1,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, dog and beach background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,45
customize_property_style_free_dog_digging_sand_s1,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, dog and beach background, are rendered in consistent cartoon style.",claude-sonnet-5,1556,43
customize_property_style_free_dog_sleeping_porch_s1,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Entire scene, dog and background, rendered in consistent cartoon/illustrated style, no photographic elements.",claude-sonnet-5,1556,52
customize_property_style_free_dog_sleeping_porch_s1,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, dog and porch/background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,47
customize_property_style_free_dog_sleeping_porch_s1,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, dog and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_doll_cafe_friends_s0,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"The adult men and background are photorealistic, only the girl is stylized cartoon.",claude-sonnet-5,2124,42
customize_property_style_free_doll_cafe_friends_s0,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, characters and background are rendered in consistent illustrated cartoon style.",claude-sonnet-5,2124,44
customize_property_style_free_doll_cafe_friends_s0,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, characters and background are rendered in consistent cartoon illustration style.",claude-sonnet-5,2124,43
customize_property_style_free_doll_cafe_friends_s1,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Adults and background in image 2 look photorealistic, not stylized like the reference.",claude-sonnet-5,2124,42
customize_property_style_free_doll_cafe_friends_s1,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, characters, and background rendered in consistent cartoon illustration style.",claude-sonnet-5,2124,43
customize_property_style_free_doll_cafe_friends_s1,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, characters, and background are rendered in consistent cartoon illustration style.",claude-sonnet-5,2124,44
customize_property_style_free_doll_cafe_friends_s2,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Entire scene, people, and background are rendered in consistent illustrated cartoon style.",claude-sonnet-5,2124,44
customize_property_style_free_doll_cafe_friends_s2,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, characters, and background are rendered in consistent cartoon illustration style.",claude-sonnet-5,2124,44
customize_property_style_free_doll_cafe_friends_s2,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, characters, and background are rendered in consistent cartoon/illustration style, not photographic.",claude-sonnet-5,2124,50
customize_property_style_free_doll_cafe_friends_s3,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"The four adult figures and background have photorealistic rendering, unlike the cartoon reference.",claude-sonnet-5,2124,45
customize_property_style_free_doll_cafe_friends_s3,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, people, and background are rendered in consistent illustrated cartoon style.",claude-sonnet-5,2124,44
customize_property_style_free_doll_cafe_friends_s3,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, characters and background are rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,2124,50
customize_property_style_free_doll_cafe_friends_s4,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Entire scene, characters, and background are rendered in consistent illustrated cartoon style, not photographic.",claude-sonnet-5,2124,50
customize_property_style_free_doll_cafe_friends_s4,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, characters, and background are rendered in consistent cartoon illustration style.",claude-sonnet-5,2124,44
customize_property_style_free_doll_cafe_friends_s4,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, characters, and background are rendered in consistent cartoon illustration style.",claude-sonnet-5,2124,44
customize_property_style_free_doll_fashion_show_s0,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background audience and runway are photorealistic, not stylized like the character.",claude-sonnet-5,2124,38
customize_property_style_free_doll_fashion_show_s0,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"The audience in the background is rendered photorealistically, not stylized like the girl.",claude-sonnet-5,2124,41
customize_property_style_free_doll_fashion_show_s0,amp_text_from_ref_mm5+mm6+mm7_lam6,0,"The audience and background in Image 2 look photorealistic, not stylized like the reference.",claude-sonnet-5,2124,43
customize_property_style_free_doll_fashion_show_s1,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"The audience in the background is photorealistic, not stylized like the character.",claude-sonnet-5,2124,37
customize_property_style_free_doll_fashion_show_s1,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"The runway audience in the background is photorealistic, not stylized like the girl.",claude-sonnet-5,2124,40
customize_property_style_free_doll_fashion_show_s1,amp_text_from_ref_mm5+mm6+mm7_lam6,0,"Audience crowd and background in Image 2 look photorealistic, not stylized cartoon.",claude-sonnet-5,2124,46
customize_property_style_free_doll_fashion_show_s2,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"The audience and background are photorealistic, only the girl is cartoon-stylized.",claude-sonnet-5,2124,42
customize_property_style_free_doll_fashion_show_s2,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"The audience and runway background are photorealistic, not stylized like the character.",claude-sonnet-5,2124,38
customize_property_style_free_doll_fashion_show_s2,amp_text_from_ref_mm5+mm6+mm7_lam6,0,"The audience and runway background are photorealistic, not stylized cartoon.",claude-sonnet-5,2124,39
customize_property_style_free_doll_fashion_show_s3,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"The audience and runway background are photorealistic, not stylized like the reference.",claude-sonnet-5,2124,39
customize_property_style_free_doll_fashion_show_s3,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"The audience members lining the runway appear photorealistic, not stylized cartoon.",claude-sonnet-5,2124,42
customize_property_style_free_doll_fashion_show_s3,amp_text_from_ref_mm5+mm6+mm7_lam6,0,"The audience and runway background are photorealistic, not stylized like the character.",claude-sonnet-5,2124,38
customize_property_style_free_doll_fashion_show_s4,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"The background audience and runway look photorealistic, not stylized like the reference.",claude-sonnet-5,2124,39
customize_property_style_free_doll_fashion_show_s4,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"Background audience and runway look photorealistic, not stylized like Image 1.",claude-sonnet-5,2124,40
customize_property_style_free_doll_fashion_show_s4,amp_text_from_ref_mm5+mm6+mm7_lam6,0,Background audience is photorealistic while only the girl is stylized cartoon.,claude-sonnet-5,2124,40
customize_property_style_free_doll_mirror_s1,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background room, mirrors, and lighting appear photorealistic rather than illustrated.",claude-sonnet-5,2124,44
customize_property_style_free_doll_mirror_s1,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"Background room and mirrors look photorealistic, not stylized like Image 1.",claude-sonnet-5,2124,41
customize_property_style_free_doll_mirror_s1,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Both character and background/mirrors rendered in consistent cartoon 3D style, no photographic elements.",claude-sonnet-5,2124,49
customize_property_style_free_doll_mirror_s2,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background room, mirror, and floor look photorealistic rather than illustrated like Image 1.",claude-sonnet-5,2124,46
customize_property_style_free_doll_mirror_s2,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, character and background, rendered in consistent 3D cartoon illustration style, not photographic.",claude-sonnet-5,2124,50
customize_property_style_free_doll_mirror_s2,amp_text_from_ref_mm5+mm6+mm7_lam6,0,"Background room and mirrors have photorealistic rendering, unlike the flat cartoon style of Image 1.",claude-sonnet-5,2124,51
customize_property_style_free_doll_mirror_s3,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background room, floor, and mirrors look photorealistic despite stylized character.",claude-sonnet-5,2124,41
customize_property_style_free_doll_mirror_s3,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"Background room and mirrors appear photorealistic, unlike the flat cartoon style of image 1.",claude-sonnet-5,2124,48
customize_property_style_free_doll_mirror_s3,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Character and background (mirrors, floor, wall) are all rendered in consistent 3D cartoon style.",claude-sonnet-5,2124,50
customize_property_style_free_doll_photoshoot_park_s0,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background trees, leaves, and benches look photorealistic, unlike the stylized character.",claude-sonnet-5,2124,44
customize_property_style_free_doll_photoshoot_park_s0,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"Background trees and path have photorealistic rendering, unlike the flat cartoon style of the reference.",claude-sonnet-5,2124,48
customize_property_style_free_doll_photoshoot_park_s0,amp_text_from_ref_mm5+mm6+mm7_lam6,0,"Background trees and leaves look photorealistic, unlike the cartoon-style character.",claude-sonnet-5,2124,43
customize_property_style_free_doll_photoshoot_park_s1,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background trees and path are photorealistic, unlike the flat cartoon style of the character.",claude-sonnet-5,2124,44
customize_property_style_free_doll_photoshoot_park_s1,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"Background trees and leaves render photorealistically, contrasting with cartoon character.",claude-sonnet-5,2124,42
customize_property_style_free_doll_photoshoot_park_s1,amp_text_from_ref_mm5+mm6+mm7_lam6,0,"Background trees and leaves look photorealistic, unlike the cartoon-style character.",claude-sonnet-5,2124,43
customize_property_style_free_doll_photoshoot_park_s2,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background trees and leaves have photorealistic rendering, unlike flat cartoon style of subject.",claude-sonnet-5,2124,48
customize_property_style_free_doll_photoshoot_park_s2,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"Background trees and path look photorealistic, not stylized like the reference.",claude-sonnet-5,2124,38
customize_property_style_free_doll_photoshoot_park_s2,amp_text_from_ref_mm5+mm6+mm7_lam6,0,"Background trees/leaves render photorealistic while character is cartoon-stylized, mismatching mediums.",claude-sonnet-5,2124,50
customize_property_style_free_doll_photoshoot_park_s3,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background trees and leaves are rendered photorealistically, unlike the cartoon character.",claude-sonnet-5,2124,44
customize_property_style_free_doll_photoshoot_park_s3,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"Background trees and leaves look photorealistic, contrasting with the cartoon character.",claude-sonnet-5,2124,43
customize_property_style_free_doll_photoshoot_park_s3,amp_text_from_ref_mm5+mm6+mm7_lam6,1,Both character and autumn background are rendered in consistent stylized cartoon/illustration style.,claude-sonnet-5,2124,45
customize_property_style_free_doll_photoshoot_park_s4,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background trees and leaves have photorealistic rendering, unlike the flat cartoon style of the subject.",claude-sonnet-5,2124,50
customize_property_style_free_doll_photoshoot_park_s4,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"Background trees and path are photorealistic, contrasting with the cartoon character.",claude-sonnet-5,2124,41
customize_property_style_free_doll_photoshoot_park_s4,amp_text_from_ref_mm5+mm6+mm7_lam6,0,"Background trees, leaves, and path are photorealistic, contrasting with the cartoon character.",claude-sonnet-5,2124,46
customize_property_style_free_doll_shopping_s0,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background street, cars, and pedestrians remain photorealistic, not stylized.",claude-sonnet-5,2124,42
customize_property_style_free_doll_shopping_s0,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"Background street, pedestrians, and cars are photorealistic, not stylized like the reference.",claude-sonnet-5,2124,45
customize_property_style_free_doll_shopping_s0,amp_text_from_ref_mm5+mm6+mm7_lam6,0,"Background street scene and pedestrians appear photorealistic, unlike the cartoon character.",claude-sonnet-5,2124,45
customize_property_style_free_doll_shopping_s1,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background street, cars, and pedestrians are photorealistic, not stylized like the character.",claude-sonnet-5,2124,44
customize_property_style_free_doll_shopping_s1,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"Background street, cars, and pedestrians appear photorealistic, not stylized like the character.",claude-sonnet-5,2124,45
customize_property_style_free_doll_shopping_s1,amp_text_from_ref_mm5+mm6+mm7_lam6,0,"Background buildings, cars, and pedestrian are photorealistic, not stylized like the character.",claude-sonnet-5,2124,46
customize_property_style_free_doll_shopping_s2,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background street, cars, and pedestrians are photorealistic, only the girl is cartoon-stylized.",claude-sonnet-5,2124,50
customize_property_style_free_doll_shopping_s2,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"Background street scene with cars and pedestrians is photorealistic, not stylized like the character.",claude-sonnet-5,2124,45
customize_property_style_free_doll_shopping_s2,amp_text_from_ref_mm5+mm6+mm7_lam6,0,"Background street, cars, and pedestrians are photorealistic, only the girl is stylized.",claude-sonnet-5,2124,45
customize_property_style_free_doll_shopping_s3,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background street scene and pedestrians look photorealistic, not stylized.",claude-sonnet-5,2124,39
customize_property_style_free_doll_shopping_s3,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"Background street, cars, and pedestrians are photorealistic, not stylized like the character.",claude-sonnet-5,2124,44
customize_property_style_free_doll_shopping_s3,amp_text_from_ref_mm5+mm6+mm7_lam6,0,"Background city street, cars, and pedestrians are photorealistic, not stylized like the girl.",claude-sonnet-5,2124,46
customize_property_style_free_doll_shopping_s4,amp_text_from_ref_mm5+mm6+mm7_lam2,0,"Background street, cars, and people are photorealistic, not stylized like the reference.",claude-sonnet-5,2124,41
customize_property_style_free_doll_shopping_s4,amp_text_from_ref_mm5+mm6+mm7_lam4,0,"Background street, pedestrians, and cars are photorealistic, not stylized.",claude-sonnet-5,2124,41
customize_property_style_free_doll_shopping_s4,amp_text_from_ref_mm5+mm6+mm7_lam6,0,"Background street scene and pedestrians are photorealistic, not stylized like the reference.",claude-sonnet-5,2124,43
customize_property_style_free_elephant_jungle_foliage_s3,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Entire scene, including jungle background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,45
customize_property_style_free_elephant_jungle_foliage_s3,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire image, including elephant and jungle background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,48
customize_property_style_free_elephant_jungle_foliage_s3,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, including background foliage, is rendered in consistent cartoon style, no photographic elements.",claude-sonnet-5,1556,49
customize_property_style_free_fox_drinking_stream_s1,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Entire image, including fox and landscape, is rendered in consistent illustrated cartoon style, not photographic.",claude-sonnet-5,2030,52
customize_property_style_free_fox_drinking_stream_s1,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, fox and background, rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,2030,50
customize_property_style_free_fox_drinking_stream_s1,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, fox and background, rendered in consistent flat cartoon illustration style.",claude-sonnet-5,2030,45
customize_property_style_free_fox_drinking_stream_s2,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Entire scene, fox and background, rendered in consistent cartoon/illustrated style, no photographic elements.",claude-sonnet-5,2030,52
customize_property_style_free_fox_drinking_stream_s2,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, fox and background, rendered in consistent stylized illustration, no photographic elements.",claude-sonnet-5,2030,48
customize_property_style_free_fox_drinking_stream_s2,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, fox and background, rendered in consistent flat cartoon illustration style, no photographic elements.",claude-sonnet-5,2030,52
customize_property_style_free_fox_drinking_stream_s4,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Entire scene, fox and landscape, rendered in consistent cartoon illustration style, not photographic.",claude-sonnet-5,2030,50
customize_property_style_free_fox_drinking_stream_s4,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, fox and background, rendered in consistent flat cartoon illustration style, no photographic elements.",claude-sonnet-5,2030,52
customize_property_style_free_fox_drinking_stream_s4,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, fox and background, rendered in consistent flat cartoon illustration style.",claude-sonnet-5,2030,45
customize_property_style_free_fox_napping_log_s0,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Fox and background are both stylized cartoon/illustration, no photographic elements present.",claude-sonnet-5,2030,43
customize_property_style_free_fox_napping_log_s0,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Fox and background both rendered in consistent flat cartoon illustration style, no photographic elements.",claude-sonnet-5,2030,47
customize_property_style_free_fox_napping_log_s0,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Fox, branch, and moss all rendered in consistent flat cartoon illustration style, no photographic elements.",claude-sonnet-5,2030,52
customize_property_style_free_fox_napping_log_s1,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Both fox and forest background are fully cartoon-stylized, no photographic elements present.",claude-sonnet-5,2030,44
customize_property_style_free_fox_napping_log_s1,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, fox and forest background, rendered in consistent cartoon illustration style, not photographic.",claude-sonnet-5,2030,50
customize_property_style_free_fox_napping_log_s1,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Both fox and background (branch, foliage, sky) are rendered in consistent cartoon style, no photographic elements.",claude-sonnet-5,2030,54
customize_property_style_free_fox_snow_s1,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Entire scene, fox and forest, rendered in consistent flat illustrated cartoon style, no photographic elements.",claude-sonnet-5,2030,54
customize_property_style_free_fox_snow_s1,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Both fox and snowy forest background are fully stylized/cartoon, no photographic elements.",claude-sonnet-5,2030,46
customize_property_style_free_fox_snow_s1,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, including fox and forest background, is rendered in flat cartoon illustration style.",claude-sonnet-5,2030,46
customize_property_style_free_fox_snow_s2,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Both fox and forest background are rendered in consistent flat cartoon illustration style, no photographic elements.",claude-sonnet-5,2030,50
customize_property_style_free_fox_snow_s2,amp_text_from_ref_mm5+mm6+mm7_lam4,1,Both fox and snowy forest background are rendered in consistent flat stylized illustration style.,claude-sonnet-5,2030,45
customize_property_style_free_fox_snow_s2,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Both fox and forest background are rendered in flat cartoon illustration style, no photographic elements.",claude-sonnet-5,2030,47
customize_property_style_free_fox_snow_s3,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Both fox and forest background are clearly stylized illustration, no photographic elements present.",claude-sonnet-5,2030,43
customize_property_style_free_fox_snow_s3,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Both fox and forest background are rendered in flat cartoon/illustration style, no photographic elements.",claude-sonnet-5,2030,48
customize_property_style_free_fox_snow_s3,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, fox and forest background, rendered in flat cartoon illustration style, no photographic elements.",claude-sonnet-5,2030,51
customize_property_style_free_frog_mossy_log_s0,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Both frog and forest background are rendered in consistent cartoon/illustration style, no photographic elements.",claude-sonnet-5,1556,49
customize_property_style_free_frog_mossy_log_s0,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Both frog and forest background are fully stylized cartoon illustrations, no photographic elements.",claude-sonnet-5,1556,46
customize_property_style_free_frog_mossy_log_s0,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire scene, frog and forest background, rendered in flat cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,51
customize_property_style_free_frog_mossy_log_s1,amp_text_from_ref_mm5+mm6+mm7_lam2,1,"Both frog and forest background are rendered in consistent flat cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,50
customize_property_style_free_frog_mossy_log_s1,amp_text_from_ref_mm5+mm6+mm7_lam4,1,"Entire scene, frog and forest background, rendered in consistent flat cartoon illustration style.",claude-sonnet-5,1556,47
customize_property_style_free_frog_mossy_log_s1,amp_text_from_ref_mm5+mm6+mm7_lam6,1,"Entire image, subject and forest background, is rendered in consistent flat cartoon illustration style.",claude-sonnet-5,1556,47
