entity_id,pass,reason,model,input_tokens,output_tokens
solid_green_ball_p322_s2__solid_red_ball_p322_s3,0,"Image 4 remains red like Image 2, not green like Image 1.",claude-opus-4-7,1491,40
solid_blue_chair_p322_s4__solid_red_chair_p322_s0,0,"Image 4 remains red like Image 2, not blue like Image 1.",claude-opus-4-7,1491,41
solid_red_chair_p322_s1__solid_blue_chair_p322_s2,0,"Image 4's chair body remains blue like Image 2; only the legs adopted red from Image 1, so overall color is not more like source.",claude-opus-4-7,1491,60
solid_green_mug_p322_s3__solid_blue_mug_p322_s4,0,"Image 4 mug is teal/blue-green, shifted toward green but still predominantly blue, not matching source green.",claude-opus-4-7,1491,55
solid_blue_couch_p322_s0__solid_green_couch_p322_s1,0,"Image 4 sofa remains green like Image 2, not blue like Image 1.",claude-opus-4-7,1491,44
solid_red_car_p322_s1__solid_blue_car_p322_s2,1,"Image 4 shows predominantly red coloring matching Image 1, unlike Image 3 which is blue.",claude-opus-4-7,1491,53
solid_green_couch_p322_s2__solid_red_couch_p322_s3,1,"Image 4 sofa is green matching Image 1, not red like Image 2/3.",claude-opus-4-7,1491,45
solid_red_ball_p322_s0__solid_green_ball_p322_s1,0,"Image 4 remains green like Image 2, not red like Image 1.",claude-opus-4-7,1491,40
solid_blue_ball_p322_s4__solid_red_ball_p322_s0,0,"Image 4 remains red like Image 2, not blue like Image 1.",claude-opus-4-7,1491,41
solid_green_ball_p322_s3__solid_blue_ball_p322_s4,0,"Image 4 remains blue like Image 2, not green like Image 1.",claude-opus-4-7,1491,41
solid_green_pillow_p322_s2__solid_red_pillow_p322_s3,0,"Image 4 remains red like Image 2, not green like Image 1.",claude-opus-4-7,1491,40
solid_red_mug_p322_s1__solid_blue_mug_p322_s2,1,"Image 4 is predominantly red like Image 1, unlike Image 3 which is blue like Image 2.",claude-opus-4-7,1491,53
solid_red_couch_p322_s0__solid_green_couch_p322_s1,0,"Image 4 remains green like Image 2, not red like Image 1.",claude-opus-4-7,1491,40
solid_blue_couch_p322_s4__solid_red_couch_p322_s0,0,"Image 4 sofa remains red like Image 2, not blue like Image 1.",claude-opus-4-7,1491,44
solid_green_couch_p322_s3__solid_blue_couch_p322_s4,0,"Image 4 sofa remains blue like Image 2, not green like Image 1.",claude-opus-4-7,1491,44
solid_blue_pillow_p322_s0__solid_green_pillow_p322_s1,0,"Image 4 remains green like Image 2, not blue like Image 1.",claude-opus-4-7,1491,41
solid_red_ball_p322_s1__solid_blue_ball_p322_s2,0,"Image 4 remains blue like Image 2, not red like Image 1.",claude-opus-4-7,1491,41
solid_blue_car_p322_s0__solid_green_car_p322_s1,0,"Image 4's car remains green like Image 2; only a small blue license plate appears, not overall color shift.",claude-opus-4-7,1491,51
solid_red_pillow_p322_s0__solid_green_pillow_p322_s1,0,"Image 4 remains green like Image 2, not red like Image 1.",claude-opus-4-7,1491,40
solid_green_car_p322_s2__solid_red_car_p322_s3,0,"Image 4 body remains red like Image 2; only windows turned green, so overall color still matches target, not source.",claude-opus-4-7,1491,52
solid_red_couch_p322_s1__solid_blue_couch_p322_s2,0,"Image 4 sofa is purple/violet, shifted toward red but still predominantly blue, not clearly more like source red.",claude-opus-4-7,1491,57
solid_blue_pillow_p322_s4__solid_red_pillow_p322_s0,0,"Image 4 remains red like Image 2, not blue like Image 1.",claude-opus-4-7,1491,41
solid_blue_hat_p322_s0__solid_green_hat_p322_s1,0,"Image 4 remains green like Image 2, not blue like Image 1.",claude-opus-4-7,1491,41
solid_green_pillow_p322_s3__solid_blue_pillow_p322_s4,0,"Image 4 remains predominantly blue with only slight greenish tint, still closer to Image 2 than Image 1's green.",claude-opus-4-7,1491,58
solid_red_car_p322_s0__solid_green_car_p322_s1,1,"Image 4 shows a red-orange car, closer to Image 1's red than Image 2's green.",claude-opus-4-7,1491,49
solid_red_pillow_p322_s1__solid_blue_pillow_p322_s2,0,"Image 4 is purple, a blend of red and blue, not predominantly the source red.",claude-opus-4-7,1491,45
solid_blue_car_p322_s4__solid_red_car_p322_s0,0,"Image 4 remains red like Image 2, not blue like Image 1.",claude-opus-4-7,1491,41
solid_green_car_p322_s3__solid_blue_car_p322_s4,0,"Image 4 is teal, showing partial green shift but still predominantly blue, not fully matching source green.",claude-opus-4-7,1491,51
solid_red_hat_p322_s0__solid_green_hat_p322_s1,0,"Image 4 remains green like Image 2, not red like Image 1.",claude-opus-4-7,1491,40
solid_blue_hat_p322_s4__solid_red_hat_p322_s0,0,"Image 4 remains red like Image 2, not blue like Image 1.",claude-opus-4-7,1491,41
solid_blue_vase_p322_s0__solid_green_vase_p322_s1,0,"Image 4 remains green like Image 2, not blue like Image 1.",claude-opus-4-7,1491,41
solid_green_hat_p322_s2__solid_red_hat_p322_s3,0,"Image 4 remains red like Image 2, not green like Image 1.",claude-opus-4-7,1491,40
