task_id,cell,pass,reason,model,input_tokens,output_tokens
customize_property_style_free_alice_in_wonderland_pond_reflection_s4,baseline_4step,0,"Background pond, trees, and lighting are photorealistic, only the girl is illustrated.",claude-sonnet-5,1556,45
customize_property_style_free_alice_in_wonderland_reading_book_s0,baseline_4step,1,"Entire image is line-drawn illustration style, no photographic elements present.",claude-sonnet-5,1556,39
customize_property_style_free_alice_in_wonderland_reading_book_s1,baseline_4step,1,Entire image is a black-and-white pen illustration matching the reference's style.,claude-sonnet-5,1556,40
customize_property_style_free_alice_in_wonderland_reading_book_s2,baseline_4step,1,"Entire image, including tree, grass, and girl, is rendered in consistent pen-and-ink illustration style.",claude-sonnet-5,1556,52
customize_property_style_free_alice_in_wonderland_reading_book_s3,baseline_4step,1,"Entire image is a pen-and-ink style illustration matching the reference medium, no photographic elements.",claude-sonnet-5,1556,48
customize_property_style_free_alice_in_wonderland_reading_book_s4,baseline_4step,1,"Entire image is a black-and-white line illustration, no photographic elements present.",claude-sonnet-5,1556,40
customize_property_style_free_alice_in_wonderland_tea_party_s0,baseline_4step,1,"Entire image is line-art illustration style, no photographic elements present.",claude-sonnet-5,1556,37
customize_property_style_free_alice_in_wonderland_tea_party_s1,baseline_4step,1,"Entire image, subject and background, is rendered in consistent stylized cartoon/illustration form.",claude-sonnet-5,1556,47
customize_property_style_free_alice_in_wonderland_tea_party_s2,baseline_4step,1,"Entire image, including figure and background trees, is rendered as pen-and-ink style illustration.",claude-sonnet-5,1556,46
customize_property_style_free_alice_in_wonderland_tea_party_s3,baseline_4step,1,"Entire image, subject and background, is rendered in a consistent stylized cartoon illustration, not photographic.",claude-sonnet-5,1556,51
customize_property_style_free_alice_in_wonderland_tea_party_s4,baseline_4step,1,"Entire scene, figure and background, is rendered in consistent cartoon/illustrated style, no photographic elements.",claude-sonnet-5,1556,53
customize_property_style_free_anime_girl_bookstore_s0,baseline_4step,1,"Entire image, subject and bookstore background, is rendered in consistent anime illustration style.",claude-sonnet-5,2432,45
customize_property_style_free_anime_girl_bookstore_s1,baseline_4step,1,"Both character and bookstore background are rendered in consistent anime/cartoon style, no photographic elements.",claude-sonnet-5,2432,49
customize_property_style_free_anime_girl_bookstore_s2,baseline_4step,1,"Entire scene, character and bookstore background, is rendered in consistent anime/cartoon style.",claude-sonnet-5,2432,47
customize_property_style_free_anime_girl_bookstore_s3,baseline_4step,0,"Background and lighting have a semi-realistic rendered look, not matching flat cel-shaded style of reference.",claude-sonnet-5,2432,51
customize_property_style_free_anime_girl_bookstore_s4,baseline_4step,1,"Entire scene, character and bookstore background, is rendered in consistent anime/cartoon style, not photographic.",claude-sonnet-5,2432,52
customize_property_style_free_anime_girl_coffee_shop_s0,baseline_4step,0,"Background street scene, car, and side characters look photorealistic, not stylized like the reference.",claude-sonnet-5,2432,44
customize_property_style_free_anime_girl_coffee_shop_s1,baseline_4step,0,"Background street scene and people look photorealistic, not matching the cartoon style.",claude-sonnet-5,2432,40
customize_property_style_free_anime_girl_coffee_shop_s2,baseline_4step,0,"Background street scene and car look photorealistic, unlike the flat cel-shaded reference style.",claude-sonnet-5,2432,46
customize_property_style_free_anime_girl_coffee_shop_s3,baseline_4step,1,"Entire scene, character, and background are rendered in consistent anime illustration style.",claude-sonnet-5,2432,41
customize_property_style_free_anime_girl_coffee_shop_s4,baseline_4step,1,"Entire image, including background and figures, is rendered in consistent anime/illustration style.",claude-sonnet-5,2432,43
customize_property_style_free_anime_girl_sketching_park_s0,baseline_4step,1,"Entire scene, character and park background, is rendered in consistent anime/cartoon style, no photographic elements.",claude-sonnet-5,2432,51
customize_property_style_free_anime_girl_sketching_park_s1,baseline_4step,1,"Entire scene, subject and background, is rendered in consistent anime/cartoon illustration style.",claude-sonnet-5,2432,47
customize_property_style_free_anime_girl_sketching_park_s2,baseline_4step,1,"Entire scene, subject and background, rendered in consistent cartoon/anime illustration style.",claude-sonnet-5,2432,46
customize_property_style_free_anime_girl_sketching_park_s3,baseline_4step,1,"Entire scene, character, background, and figures are rendered in consistent anime/cartoon style, not photographic.",claude-sonnet-5,2432,51
customize_property_style_free_anime_girl_sketching_park_s4,baseline_4step,1,"Entire scene, subject and background, is rendered in consistent flat anime/cartoon style, no photographic elements.",claude-sonnet-5,2432,53
customize_property_style_free_anime_girl_studying_tablet_s0,baseline_4step,1,"Entire image, subject and background, is rendered in consistent anime/cartoon illustration style.",claude-sonnet-5,2432,46
customize_property_style_free_anime_girl_studying_tablet_s1,baseline_4step,1,"Entire image, including subject and background, is rendered in consistent anime/cartoon style.",claude-sonnet-5,2432,44
customize_property_style_free_anime_girl_studying_tablet_s2,baseline_4step,1,"Both subject and background in Image 2 are rendered in consistent anime/illustration style, no photographic elements.",claude-sonnet-5,2432,51
customize_property_style_free_anime_girl_studying_tablet_s3,baseline_4step,0,"Background and tablet render with photographic lighting/textures, unlike flat cel-shaded style of reference.",claude-sonnet-5,2432,50
customize_property_style_free_anime_girl_studying_tablet_s4,baseline_4step,1,"Entire scene, subject and background, is rendered in consistent anime/cartoon style, no photographic elements.",claude-sonnet-5,2432,51
customize_property_style_free_anime_girl_waiting_train_s0,baseline_4step,1,"Entire scene, character and background, is rendered in consistent anime/cartoon illustration style.",claude-sonnet-5,2432,46
customize_property_style_free_anime_girl_waiting_train_s1,baseline_4step,1,"Entire scene, including background and figures, uses consistent anime-style illustrated rendering.",claude-sonnet-5,2432,45
customize_property_style_free_anime_girl_waiting_train_s2,baseline_4step,1,"Entire scene, including background and character, is rendered in consistent anime illustration style.",claude-sonnet-5,2432,42
customize_property_style_free_anime_girl_waiting_train_s3,baseline_4step,1,"Entire scene, including background and character, is rendered in consistent anime illustration style.",claude-sonnet-5,2432,42
customize_property_style_free_anime_girl_waiting_train_s4,baseline_4step,1,"Entire scene, character and background, is rendered in consistent anime illustration style, not photographic.",claude-sonnet-5,2432,46
customize_property_style_free_bald_man_coffee_diner_s0,baseline_4step,1,"Entire scene, character, and background rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,42
customize_property_style_free_bald_man_coffee_diner_s1,baseline_4step,1,"Entire scene, character and background, rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,49
customize_property_style_free_bald_man_coffee_diner_s2,baseline_4step,1,"Entire scene, character, and background rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,42
customize_property_style_free_bald_man_coffee_diner_s3,baseline_4step,1,"Entire scene, character and background rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,41
customize_property_style_free_bald_man_coffee_diner_s4,baseline_4step,1,"Entire scene, including character, background, and objects, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,48
customize_property_style_free_bald_man_crossword_porch_s0,baseline_4step,1,"Entire scene, character, and background are rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,43
customize_property_style_free_bald_man_crossword_porch_s1,baseline_4step,1,"Entire scene, character, and background rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,42
customize_property_style_free_bald_man_crossword_porch_s2,baseline_4step,1,"Entire scene, character, and background are rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,43
customize_property_style_free_bald_man_crossword_porch_s3,baseline_4step,1,"Entire scene, character, and background are rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,43
customize_property_style_free_bald_man_crossword_porch_s4,baseline_4step,1,"Entire scene, character, and background are rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,50
customize_property_style_free_bald_man_garden_pruning_s0,baseline_4step,1,"Entire scene, character, and background are consistently cartoon-illustrated, no photographic elements.",claude-sonnet-5,1556,47
customize_property_style_free_bald_man_garden_pruning_s1,baseline_4step,1,"Entire scene, character, and background are rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,43
customize_property_style_free_bald_man_garden_pruning_s2,baseline_4step,1,"Entire scene, character, and background are rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,43
customize_property_style_free_bald_man_garden_pruning_s3,baseline_4step,1,"Entire image, character and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,42
customize_property_style_free_bald_man_garden_pruning_s4,baseline_4step,1,"Entire image, subject and garden background, is consistently rendered in cartoon illustration style.",claude-sonnet-5,1556,45
customize_property_style_free_bald_man_grocery_walk_s0,baseline_4step,0,"Background street, cars, and buildings are photorealistic, only the man is cartoon style.",claude-sonnet-5,1556,44
customize_property_style_free_bald_man_grocery_walk_s1,baseline_4step,0,"Background city street, cars, and pedestrians are rendered photorealistically, not cartoon style.",claude-sonnet-5,1556,47
customize_property_style_free_bald_man_grocery_walk_s2,baseline_4step,1,"Entire scene, character and city background are rendered in consistent cartoon style, no photographic elements.",claude-sonnet-5,1556,47
customize_property_style_free_bald_man_grocery_walk_s3,baseline_4step,1,"Entire image, including character, street, cars, and buildings, is rendered in consistent cartoon style.",claude-sonnet-5,1556,48
customize_property_style_free_bald_man_grocery_walk_s4,baseline_4step,1,"Entire scene, character, box, vehicles and buildings are rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,51
customize_property_style_free_bald_man_shaving_mirror_s0,baseline_4step,1,"Image 2 is fully rendered in cartoon style, no photographic elements present.",claude-sonnet-5,1556,42
customize_property_style_free_bald_man_shaving_mirror_s1,baseline_4step,1,"Entire scene, character and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,42
customize_property_style_free_bald_man_shaving_mirror_s2,baseline_4step,1,"Image 2 is fully cartoon-style with flat colors and bold outlines, no photographic elements.",claude-sonnet-5,1556,49
customize_property_style_free_bald_man_shaving_mirror_s3,baseline_4step,1,"Entire image, including subject and bathroom background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,48
customize_property_style_free_bald_man_shaving_mirror_s4,baseline_4step,1,"Entire scene, character and background, is rendered in consistent cartoon illustration style, not photographic.",claude-sonnet-5,1556,48
customize_property_style_free_boy_pixel_arcade_s0,baseline_4step,1,"Entire scene, boy and arcade background, rendered in consistent cartoon style, no photographic elements.",claude-sonnet-5,1556,50
customize_property_style_free_boy_pixel_arcade_s1,baseline_4step,1,"Entire scene, character and arcade background, is rendered in consistent cartoon style, no photographic elements.",claude-sonnet-5,1556,50
customize_property_style_free_boy_pixel_arcade_s2,baseline_4step,0,Background arcade and people remain photographic while only the boy is cartoon-stylized.,claude-sonnet-5,1556,43
customize_property_style_free_boy_pixel_arcade_s3,baseline_4step,1,"Entire scene, character and arcade background, are rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,46
customize_property_style_free_boy_pixel_arcade_s4,baseline_4step,1,"Entire scene, character and arcade background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,46
customize_property_style_free_boy_pixel_bike_alley_s0,baseline_4step,1,"Entire scene, boy and brick alley background, rendered in consistent cartoon style, no photographic elements.",claude-sonnet-5,1556,51
customize_property_style_free_boy_pixel_bike_alley_s1,baseline_4step,0,Background alley is photographic while only the boy is cartoon-stylized.,claude-sonnet-5,1556,39
customize_property_style_free_boy_pixel_bike_alley_s2,baseline_4step,1,"Entire scene, including boy and alley background, rendered in consistent cartoon style, no photographic elements.",claude-sonnet-5,1556,50
customize_property_style_free_boy_pixel_bike_alley_s3,baseline_4step,1,"Entire scene, including background buildings and character, is stylized cartoon rendering, not photographic.",claude-sonnet-5,1556,47
customize_property_style_free_boy_pixel_bike_alley_s4,baseline_4step,1,"Entire scene, including buildings and boy, rendered in consistent cartoon style, no photographic elements.",claude-sonnet-5,1556,50
customize_property_style_free_boy_pixel_climbing_fence_s0,baseline_4step,1,"Entire scene, character and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,42
customize_property_style_free_boy_pixel_climbing_fence_s1,baseline_4step,1,"Entire scene, including background and character, is fully cartoon-styled with no photographic elements.",claude-sonnet-5,1556,45
customize_property_style_free_boy_pixel_climbing_fence_s2,baseline_4step,1,"Entire scene, including background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,42
customize_property_style_free_boy_pixel_climbing_fence_s3,baseline_4step,1,"Entire scene, character and background, rendered in consistent flat cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_boy_pixel_climbing_fence_s4,baseline_4step,1,"Entire scene, character and background, are rendered in consistent flat cartoon illustration style.",claude-sonnet-5,1556,45
customize_property_style_free_boy_pixel_selling_lemonade_s0,baseline_4step,1,"Entire scene, subject and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_boy_pixel_selling_lemonade_s1,baseline_4step,1,"Entire image, subject and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,42
customize_property_style_free_boy_pixel_selling_lemonade_s2,baseline_4step,1,"Entire scene, including boy, stand, and background, is rendered in consistent cartoon style.",claude-sonnet-5,1556,46
customize_property_style_free_boy_pixel_selling_lemonade_s3,baseline_4step,1,"Entire scene, character, and background are rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,50
customize_property_style_free_boy_pixel_selling_lemonade_s4,baseline_4step,1,"Entire scene, subject and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_boy_pixel_skateboard_park_s0,baseline_4step,1,"Entire scene, subject and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_boy_pixel_skateboard_park_s1,baseline_4step,1,"Entire scene, including background and character, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_boy_pixel_skateboard_park_s2,baseline_4step,1,"Entire scene, character and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,42
customize_property_style_free_boy_pixel_skateboard_park_s3,baseline_4step,1,"Both character and background are rendered in consistent cartoon/illustrated style, no photographic elements.",claude-sonnet-5,1556,47
customize_property_style_free_boy_pixel_skateboard_park_s4,baseline_4step,1,"Entire scene, including boy and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,45
customize_property_style_free_capybara_eating_watermelon_s0,baseline_4step,1,"Entire scene, subject and background, rendered in consistent cartoon/illustration style, no photographic elements.",claude-sonnet-5,1556,51
customize_property_style_free_capybara_eating_watermelon_s1,baseline_4step,1,"Entire scene, including capybara, watermelon, and grass background, is stylized illustration, not photographic.",claude-sonnet-5,1556,50
customize_property_style_free_capybara_eating_watermelon_s2,baseline_4step,1,"Both subject and grassy background are fully stylized cartoon illustration, no photographic elements.",claude-sonnet-5,1556,46
customize_property_style_free_capybara_eating_watermelon_s3,baseline_4step,1,"Entire image, subject and grassy background, rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,52
customize_property_style_free_capybara_eating_watermelon_s4,baseline_4step,1,"Entire image, subject and background, is rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,50
customize_property_style_free_capybara_grazing_grass_s0,baseline_4step,1,"Entire scene, subject and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_capybara_grazing_grass_s1,baseline_4step,1,"Entire scene, capybara and background, rendered in consistent cartoon/illustrated style, no photographic elements.",claude-sonnet-5,1556,53
customize_property_style_free_capybara_grazing_grass_s2,baseline_4step,1,"Entire scene, subject and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,43
customize_property_style_free_capybara_grazing_grass_s3,baseline_4step,1,"Entire scene, including capybara and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,46
customize_property_style_free_capybara_grazing_grass_s4,baseline_4step,1,"Entire scene, subject and background, is rendered in consistent cartoon/illustration style.",claude-sonnet-5,1556,45
customize_property_style_free_capybara_hotspring_s0,baseline_4step,1,"Entire scene, capybara and forest background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,46
customize_property_style_free_capybara_hotspring_s1,baseline_4step,1,"Entire scene, subject and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_capybara_hotspring_s2,baseline_4step,1,"Entire scene, subject and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,43
customize_property_style_free_capybara_hotspring_s3,baseline_4step,1,"Entire scene, subject and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_capybara_hotspring_s4,baseline_4step,1,"Entire scene, including capybara, water, rocks, and trees, is stylized/cartoon rendered.",claude-sonnet-5,1556,50
customize_property_style_free_capybara_napping_mud_s0,baseline_4step,1,"Entire scene, including capybara, water, mud, and grass, is rendered in consistent cartoon style.",claude-sonnet-5,1556,50
customize_property_style_free_capybara_napping_mud_s1,baseline_4step,1,"Entire scene, subject and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,43
customize_property_style_free_capybara_napping_mud_s2,baseline_4step,1,"Entire scene, subject and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,43
customize_property_style_free_capybara_napping_mud_s3,baseline_4step,1,"Entire scene, including capybara and muddy background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,49
customize_property_style_free_capybara_napping_mud_s4,baseline_4step,1,"Entire scene, subject and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,43
customize_property_style_free_capybara_swimming_with_ducks_s0,baseline_4step,1,"Entire scene, capybara, ducks, and background are rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,49
customize_property_style_free_capybara_swimming_with_ducks_s1,baseline_4step,1,"Entire image, including capybara, ducks, water, and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,52
customize_property_style_free_capybara_swimming_with_ducks_s2,baseline_4step,1,"Entire scene, capybara, ducks, and background are rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,49
customize_property_style_free_capybara_swimming_with_ducks_s3,baseline_4step,1,"Entire scene, capybara, ducks, and background are all rendered in consistent cartoon style.",claude-sonnet-5,1556,47
customize_property_style_free_capybara_swimming_with_ducks_s4,baseline_4step,1,"Entire scene, capybara, ducks, and background are uniformly cartoon-style illustration.",claude-sonnet-5,1556,47
customize_property_style_free_cartoon_boy_ice_cream_s0,baseline_4step,1,"Entire scene, including background buildings and trees, rendered in consistent cartoon illustration style.",claude-sonnet-5,1976,47
customize_property_style_free_cartoon_boy_ice_cream_s1,baseline_4step,1,"Entire scene, boy, TV, and background are rendered in consistent flat cartoon style, no photographic elements.",claude-sonnet-5,1976,53
customize_property_style_free_cartoon_boy_ice_cream_s2,baseline_4step,1,"Entire scene, boy, TV, and background are rendered in consistent cartoon illustration style.",claude-sonnet-5,1976,47
customize_property_style_free_cartoon_boy_ice_cream_s3,baseline_4step,1,"Entire scene, including background buildings and cars, is rendered in consistent cartoon style.",claude-sonnet-5,1976,45
customize_property_style_free_cartoon_boy_ice_cream_s4,baseline_4step,1,"Entire scene, including background, boy, and objects, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1976,49
customize_property_style_free_cartoon_boy_soccer_field_s0,baseline_4step,1,"Entire image, subject and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1976,43
customize_property_style_free_cartoon_boy_soccer_field_s1,baseline_4step,1,"Entire image, subject and background, is fully cartoon-style illustration with no photographic elements.",claude-sonnet-5,1976,46
customize_property_style_free_cartoon_boy_soccer_field_s2,baseline_4step,1,"Entire image, subject and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1976,43
customize_property_style_free_cartoon_boy_soccer_field_s3,baseline_4step,1,"Entire image, subject and background, is rendered in consistent flat cartoon illustration style.",claude-sonnet-5,1976,45
customize_property_style_free_cartoon_boy_soccer_field_s4,baseline_4step,1,"Entire image, subject and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1976,43
customize_property_style_free_cartoon_boy_treehouse_s0,baseline_4step,1,"Entire scene, character, and background are rendered in consistent cartoon illustration style.",claude-sonnet-5,1976,43
customize_property_style_free_cartoon_boy_treehouse_s1,baseline_4step,1,"Image 2 is fully rendered in flat cartoon illustration style, no photographic elements.",claude-sonnet-5,1976,46
customize_property_style_free_cartoon_boy_treehouse_s2,baseline_4step,1,"Image 2 is fully cartoon-style, both subject and background rendered as illustration.",claude-sonnet-5,1976,44
customize_property_style_free_cartoon_boy_treehouse_s3,baseline_4step,1,"Entire image, including subject and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1976,44
customize_property_style_free_cartoon_boy_treehouse_s4,baseline_4step,1,"Entire scene, boy and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1976,43
customize_property_style_free_cartoon_boy_video_game_s0,baseline_4step,1,"Entire scene, character and background, rendered in consistent flat cartoon illustration style.",claude-sonnet-5,1976,44
customize_property_style_free_cartoon_boy_video_game_s1,baseline_4step,1,"Entire image, including boy, furniture, and background, is stylized cartoon illustration, not photographic.",claude-sonnet-5,1976,49
customize_property_style_free_cartoon_boy_video_game_s2,baseline_4step,1,"Entire scene, character, and background rendered in consistent cartoon illustration style.",claude-sonnet-5,1976,42
customize_property_style_free_cartoon_boy_video_game_s3,baseline_4step,1,"Entire image, subject and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1976,43
customize_property_style_free_cartoon_boy_video_game_s4,baseline_4step,1,"Entire scene, boy and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1976,43
customize_property_style_free_cartoon_boy_water_balloon_s0,baseline_4step,1,"Entire scene, characters and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1976,44
customize_property_style_free_cartoon_boy_water_balloon_s1,baseline_4step,1,"Entire scene, characters and background are rendered in consistent flat cartoon illustration style.",claude-sonnet-5,1976,45
customize_property_style_free_cartoon_boy_water_balloon_s2,baseline_4step,1,"Entire image, including boys, ball, and background, is fully cartoon-style illustration.",claude-sonnet-5,1976,44
customize_property_style_free_cartoon_boy_water_balloon_s3,baseline_4step,1,"Entire image, including boys, ball, TV, and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1976,51
customize_property_style_free_cartoon_boy_water_balloon_s4,baseline_4step,1,"Entire scene, characters and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1976,44
customize_property_style_free_dog_chasing_ball_s0,baseline_4step,1,"Both dog and background are fully cartoon-style illustrations, no photographic elements.",claude-sonnet-5,1556,43
customize_property_style_free_dog_chasing_ball_s1,baseline_4step,1,"Entire scene, including dog, ball, trees, and fence, is rendered in consistent cartoon style.",claude-sonnet-5,1556,50
customize_property_style_free_dog_chasing_ball_s2,baseline_4step,1,"Entire scene, dog and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_dog_chasing_ball_s3,baseline_4step,1,"Entire scene, subject and background, is rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,51
customize_property_style_free_dog_chasing_ball_s4,baseline_4step,1,"Entire scene, including dog, ball, and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,49
customize_property_style_free_dog_digging_sand_s0,baseline_4step,1,"Entire scene, dog and beach background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,46
customize_property_style_free_dog_digging_sand_s1,baseline_4step,0,"Background beach/ocean/sky looks photorealistic, unlike the flat cartoon style of the dog.",claude-sonnet-5,1556,51
customize_property_style_free_dog_digging_sand_s2,baseline_4step,1,"Entire image, including dog and beach background, is rendered in consistent cartoon style.",claude-sonnet-5,1556,43
customize_property_style_free_dog_digging_sand_s3,baseline_4step,1,"Entire scene, including dog and beach background, is rendered in consistent cartoon style.",claude-sonnet-5,1556,44
customize_property_style_free_dog_digging_sand_s4,baseline_4step,1,"Entire scene, dog and beach background, rendered in consistent flat cartoon style.",claude-sonnet-5,1556,44
customize_property_style_free_dog_frisbee_s0,baseline_4step,1,"Entire scene, dog and park background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_dog_frisbee_s1,baseline_4step,1,"Entire scene, dog and background, rendered in consistent flat cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,52
customize_property_style_free_dog_frisbee_s2,baseline_4step,1,"Entire scene, dog and background, is rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,51
customize_property_style_free_dog_frisbee_s3,baseline_4step,1,"Entire scene, dog and park background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,45
customize_property_style_free_dog_frisbee_s4,baseline_4step,1,"Entire scene, dog and background, rendered in consistent flat cartoon illustration style.",claude-sonnet-5,1556,45
customize_property_style_free_dog_sleeping_porch_s0,baseline_4step,1,"Both dog and porch background are rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,48
customize_property_style_free_dog_sleeping_porch_s1,baseline_4step,0,"Background trees, lighting, and lens flare render photorealistically, unlike the flat cartoon style of Image 1.",claude-sonnet-5,1556,54
customize_property_style_free_dog_sleeping_porch_s2,baseline_4step,1,"Entire scene, dog and wooden porch/background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,50
customize_property_style_free_dog_sleeping_porch_s3,baseline_4step,1,"Entire scene, dog and background, rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,50
customize_property_style_free_dog_sleeping_porch_s4,baseline_4step,1,"Entire scene, dog and background, rendered in consistent painterly cartoon style, no photographic elements.",claude-sonnet-5,1556,50
customize_property_style_free_dog_swimming_lake_s0,baseline_4step,1,"Entire scene, dog and background, rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,50
customize_property_style_free_dog_swimming_lake_s1,baseline_4step,1,"Entire scene, including dog and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,45
